|Nom entreprise|Adresse|Ville|Telephone
1261|Clínica Oporto|Cno. viejo de Leganés, 56|Madrid, Madrid (España)|914.722.754
1262|Clinica Veterinaria Sejmeth|Pº de San Cosme, 3|Navalcarnero, Madrid (España)|918.115.357
1263|Clinica Veterinaria La Teneria|Av. Pintor Antonio López (La Tenería), 1|Pinto, Madrid (España)|912.878.559
1264|HOSPITAL VETERINARIO SIERRA OESTE|Mecánicos, 10|San Martín de Valdeiglesias, Madrid (España)|918.611.872
1265|Clinica Veterinaria Doctor Gustavo Vulcano|Av. Guadarrama, 13|San Sebastián de los Reyes, Madrid (España)|916.546.496
1266|Clinica Veterinaria Centro|Av. Constitución, 53|Torrejón de Ardoz, Madrid (España)|916.568.983
1267|Clinica Veterinaria Cachorros|Curas, 25|Torrejón de Ardoz, Madrid (España)|916.758.516
1268|Clínica Veterinaria 2000|Sector Pueblos, 6|Tres Cantos, Madrid (España)|918.034.519
1269|Maria Cruz Chamorro Jambrina|Av. Viñuelas, 17 Parque Tecnológico|Tres Cantos, Madrid (España)|918.043.215
1270|Vereda Nueva|Av. la Ilustración, 106|Velilla de San Antonio, Madrid (España)|916.551.381
1271|Centro Veterinario Palma del Río|Avenida de Andalucía, 12|Palma del Río, Córdoba (España)|957.643.885, 957.645.949
1272|Clínica Veterinària Orpesa Gat i Gos|C/ José Rivera Forner, 47|Oropesa del Mar, Castellón (España)|964.310.808
1273|Clínica Veterinaria ArcoSur|c/ Los Girasoles, 8|Benalmádena, Málaga (España)|952.446.268, 672.342.250
1274|Servydog|C/ Amadis de Gaula, s/n|Huelva, Huelva (España)|959.303.208, 606.198.888
1275|Clínica Veterinaria Albericia|La Gloria, 105|Santander, Cantabria (España)|942.766.374
1276|Clínica Veterinaria Prat de Cunit|Av. Barcelona, 24-26|Cunit, Tarragona (España)|977.161.050
1277|Clínica Veterinaria Monzón|Nicolás Estévanez, 53|Las Palmas de Gran Canaria, Las Palmas (España)|928.220.230
1278|Hospital Clínico Veterinario Talavera|Capitán Luque, 18|Talavera de la Reina, Toledo (España)|925.721.414
1279|Clínica veterinaria tecnizoo campanillas|C/ José Calderón Local 42 Enfrente del colegio Jose CalderoEnfrente del colegio Jose Caldero|Campanillas, Málaga (España)|952.434.319
1280|Hospital Veterinario Lauro|Caretera Cartama nº 40 (frente al Mercadona)|Alhaurín el Grande, Málaga (España)|952.594.390
1281|Clínica Veterinaria Lynx|Marítima, 6|Santa Cruz de la Palma, Santa Cruz de Tenerife (España)|922.420.278
1282|Lidercan|Camino Cañada de pedro Diaz nº12|Tabernas, Almería (España)|633.446.969
1283|Animalicos Centro Veterinario 24 horas|Alto de las Atalayas, 43|Murcia, Murcia (España)|968.967.966
1284|Clinica Veterinaria Fauno|Fuerteventura, 16|San javier, Murcia (España)|968.191.518
1285|Clínica Veterinaria Arealonga|Avda Novo Mesoiro 20|A Coruña, A Coruña (España)|881.897.935
1286|Clínica Veterinaria Anjana|C/ La Serna, 9 Carretera general|Cartes, Cantabria (España)|942.819.189
1287|NouClinic Clínica Veterinaria|Historiador Truyols, 2|Manacor, Illes Balears (España)|971.845.047
1288|Clinica Veterinaria Isla Cristina|PASEO DE LAS PALMERAS, 42|Isla Cristina, Huelva (España)|959.343.747
1289|Clínica Amik|Epicuro, nº4 Carretera de la Fresneda|Campanillas, Málaga (España)|952.437.985
1290|Centro Veterinario SAN FRANCISCO|Avd. de Roquetas, 138|Roquetas de Mar, Almería (España)|950.325.153
1291|Centro Veterinario Atlántico - Cartaya|Avenida San Bartolomé Edificio Montecarmelo|Cartaya, Huelva (España)|654.222.228
1292|Clinica Veterinaria Valls|Parque San Miguel, 5 bajo|Logroño, La Rioja (España)|941.519.260
1293|Clínica Veterinaria Formentera|C/Guillem de Montgrí,50|Sant Ferran de ses Roques, Illes Balears (España)|971.329.011
1294|Centro Veterinario Sur|Terife, 1 / Residencial Amanay, 301|Costa calma, Las Palmas (España)|928.875.556
1295|Centro Veterinario La Guia|Enrique Lorenzo, 3|Vigo, Pontevedra (España)|886.114.822
1296|Centro Veterinario Candoval|C/ ROSALIA DE CASTRO 53|Salvaterra de Miño, Pontevedra (España)|608.588.625
1297|clínica veterinaria da costa|RÚA SANTO ESTEVO, 8 RÚA SANTO ESTEVO, 8|Allariz, Ourense (España)|988.440.986
1298|VetMoCoruña||Oleiros, A Coruña (España)|674.787.102
1299|Clinica Veterinaria Snoopy|C/Jose Santos Gonzalez S/N, Edf. Roque Aguayro Loc 15-16 San Fernando de Maspalomas|Maspalomas, Las Palmas (España)|928.763.108
1300|Clínica Veterinaria Albert|Colón, 2|Llíria, València (España)|962.792.408
1301|Huellas Vet Pet|Daniel del Olmo González, 2 Pol. Argales|Valladolid, Valladolid (España)|983.471.954
1302|CavallSà|C/ Lloret 17|Sineu, Illes Balears (España)|650.342.064
1303|Clínica Veterinaria San José|San José, 173|San jose de la rinconada, Sevilla (España)|955.321.470
1304|Clinica Veterinaria Granada|Paseo del Emperador Carlos V, 15 frente al palacio de deportes|Granada, Granada (España)|958.133.868
1305|Clinica veterinaria Medivet|avda jose maria torres murciano 26|Marbella, Málaga (España)|952.777.580
1306|Centro Veterinario NAVASCUES|Avenida de las merindades 18|Cintruénigo, Navarra (España)|948.812.819, 629.468.952
1307|AGABA - Centro Clínico Veterinario|Avda. Zaragoza, 130|Alcañiz, Teruel (España)|978.833.499
1308|Galapavet|Ctra. de Torrelodones, 11|Galapagar, Madrid (España)|910.829.267./91.858.379.2
1309|C.V. Ronda Este|Laguna Fuente de la Piedra, 5|Jerez de la Frontera, Cádiz (España)|956.397.849
1310|Centro Veterinario Bormujos I|Avda. del Aljarafe, n 68 Junto a la farmacia|Bormujos, Sevilla (España)|955.725.684
1311|Animalets|C/ Joaquín García Girona Nª13- Local 2|Castellón de la Plana, Castellón (España)|964.730.781
1312|Centro Veterinario Pizarra|C/ Málaga nº 9|Pizarra, Málaga (España)|952.483.493
1313|Clínica Veterinaria TUCAN|Av. de Ourense Nº30 bajo A Marin Av. de Ourense Nº30 bajo A Marin Pontevedra|Marín, Pontevedra (España)|986.884.431
1314|vetAdom|C/Closetes nº6|Guils de cerdanya, Girona (España)|667.443.139
1315|Hospital Veterinario Terán (Llanera)|Cayes, s/n|Llanera, Asturias (España)|985.261.926
1316|Clínica Veterinaria La Motilla|Centro Comercial La Motilla 1ª Planta nº78|Dos Hermanas, Sevilla (España)|954.047.924
1317|URVEMACE|C/ Martinez Campos, 15|Málaga, Málaga (España)|952.221.501
1318|Centro Veterinario Monsacro|c/ Pumarín, 2|Gijón, Asturias (España)|984.034.328
1319|Centro Veterinario Monzón|Monzón, 14, Barriada Reina Mercedes|Sevilla, Sevilla (España)|954.624.399
1320|Clinica Veterinaria el Torreon|Pio XII Nº 2 casa|Las Gabias, Granada (España)|958.574.534
1321|Centro Veterinario Neptuno|C/ Neptuno, nº 14 (Barrio de la Victoria)|Valladolid, Valladolid (España)|983.341.767
1322|Consulta Veterinaria Gala|Calle Saavedra Meneses 52 Calle Saavedra Meneses 52, Bajo Izq.|Betanzos, A Coruña (España)|981.775.203
1323|Clínica Veterinaria Santa Eufemia|Pasaje de la Almoneda nº36|Tomares, Sevilla (España)|954.155.904
1324|Consultorio Veterinario Sananton|C/ La Balsa 60|Zaragoza, Zaragoza (España)|650.199.292
1325|Yara Jalón García|Verdi, 311|Barcelona, Barcelona (España)|675.831.266
1326|clinivetturre|Avenida de Almeria 1, local 2|Turre, Almería (España)|950.069.780
1327|Hípica La Granda|Villargomil finca la Granda|Tapia de Casariego, Asturias (España)|683.325.133
1328|Clínica Veterinaria Gran Capitán|Doce de Octubre, 19|Córdoba, Córdoba (España)|957.473.869
1329|Arges Mundo Animal|C/ Madrid 1|Argés, Toledo (España)|925.293.128
1330|Isabel|C/José MªCalatrava nº7 Zona Sur frente farmacia de ambulatorio|Mérida, Badajoz (España)|924.312.614
1331|Antonio Manuel|Avenida juan carlos I, nº 48, bajo|Murcia, Murcia (España)|968.932.933
1332|Clinica Veterinaria las Adelfas|Avenida Alcalde Avaro Domecq Residencial El Bosque Bloque 2 Local 2|Jerez de la Frontera, Cádiz (España)|956.180.609
1333|Malaguet Canina|C/ Fernando Camino, 13 C/ Fernando Camino, 13|Málaga, Málaga (España)|952.213.049
1334|Consultorio Veterinario Golden 2|calle Caño Grande, n'12|La Puebla de Montalbán, Toledo (España)|629.811.624
1335|Mascotes costa brava|les oliveres mas gros 56 Detrás del aeródromo de Vilademat ,antigua carretera vieja de Figueras|Ventallo, Girona (España)|972.110.439
1336|Clinica Veterinaria Astigarraga|Nabarra Oñatz 9|Astigarraga, Guipúzcoa (España)|943.017.768
1337|RingRingVet|Atención a domicilio Atención a domicilio|Lugo, Lugo (España)|982.814.140
1338|Vet Trainer Canarias|C/Matías Padrón 106|Las Palmas de Gran Canaria, Las Palmas (España)|678.771.976, 606.131.980, 928.078.482
1339|Canes Hospital Veterinario|Crta. Cerros del Águila km.1 Crta. Cerros del Águila km.1|Mijas costa, Málaga (España)|952.665.736
1340|Etología veterinaria Julia Piñeiro|Freán 37|Arteixo, A Coruña (España)|697.835.593
1341|Hospital veterinario Alhaurin el grande|Carretera de Coin 61|Alhaurín el Grande, Málaga (España)|952.595.354
1342|Clinica Veterinaria Sotopet|carretera de canillas nº 18, local|Madrid, Madrid (España)|911.406.145
1343|Centro Veterinario El Pinillo|PASAJE BLANQUILLO 1 PASAJE BLANQUILLO 1 , EL PINILLO, TORREMOLINOS|Torremolinos, Málaga (España)|951.909.030
1344|Centro Veterinario Ldo. Juan Carlos Juárez|Avenida Don Bosco , nº 46 , Bl 3 Avenida Don Bosco , nº 46 , Bl 3|Granada, Granada (España)|958.983.914
1345|CV Runrunela|C/ Bidaburua 1-3|Pamplona, Navarra (España)|948.985.226
1346|centro veterinario la salle|Sánchez Rojas nº4|Salamanca, Salamanca (España)|923.018.101
1347|Clínica veterinaria Cuatro Patas|Capità Antoni Mena 105|Elche, Alicante (España)|966.634.153
1348|Clinica Veterinaria Levante|avda La Unión, 61|San javier, Murcia (España)|968.570.451
1349|VETSALUT|Servei veterinari a domicili, Carrer Puigmal nº 40 local 10|Girona, Girona (España)|630.188.247
1350|Santa Paula|Calle Realenga De San Luis Nº 26|Málaga, Málaga (España)|952.232.824
1351|VickyCan|c/Alfredo Catalani Local 3Local 3|Málaga, Málaga (España)|952.330.027, 952.089.703
1352|Veterymovil Servicios Veterinarios a Domicilio|Bernardo Álvarez Galán 9 (Salinas)|Castrillón, Asturias (España)|608.063.627
1353|Clínica Veterinaria Hípica 29|hipica 29 bajo calle de la Hípica 29 bajo|Valladolid, Valladolid (España)|983.222.947
1354|clinica veterinaria Tot animal|avenida craomarcas catalanas,84 avenida comarcas catalanas,84 bajo, frente al institutoavenida comarcas cat|Móra d'Ebre, Tarragona (España)|977.403.484
1355|Clinica Veterinaria Gaia|María Puga Cerdido, 9|A Coruña, A Coruña (España)|881.889.119
1356|Centre Veterinari Cabell d´Angels|Plaza de la Era, 1 Local 4|Vilanova i la Geltrú, Barcelona (España)|938.115.297
1357|Clínica Veterinaria Quissos|Del Riu Güell, 50|Girona, Girona (España)|972.911.548
1358|Clínica Veterinaria Veterhouse|Carme, 57|Girona, Girona (España)|972.201.810
1359|Clínica Veterinaria Pirineu|Crtra de Camprodon, 49|Sant Joan de les Abadesses, Girona (España)|972.721.111
1360|Clínica Veterinaria Campanilla|Isaac Albéniz, 21 local 1|Granada, Granada (España)|958.072.773
1361|Centro Veterinario Adoratrices|Villamundaka, 3 bajo|Huelva, Huelva (España)|959.281.395
1362|Centro Veterinario Fuenmayor|Avenida de la Estación, 14 bajo|Fuenmayor, La Rioja (España)|941.450.256
1363|Clínica Veterinaria l´Arca|Del Baró de Maials, 32 (Pardinyes)|Lleida, Lleida (España)|973.245.280
1364|Hopital Veterinario Sierra de Madrid|Carretera de San Agustín a Colmenar Viejo Km 1,2|San Agustín de Guadalix, Madrid (España)|918.435.143
1365|Clínica Veterinaria Pets|Marqués de Viana, 35|Madrid, Madrid (España)|915.706.775
1366|Hospital Veterinario La Moraleja|Begonia, 135 Local 5|Alcobendas, Madrid (España)|917.557.559
1367|Clínica Veterinaria Jardín de Málaga|Alcalde Joaquín Quiles, 19|Málaga, Málaga (España)|952.652.657
1368|Clínica Veterinaria Quiron Vet|Rua José Gil, 2 bajo|Ourense, Ourense (España)|988.103.217
1369|Clínica Veterinaria San Anton|Quinto centenario (Vía de Ronda) Ed. San José, local II|San Sebastián de la Gomera, Santa Cruz de Tenerife (España)|922.871.937
1370|Clínica Veterinaria Vegavet|de la Campana, 7 Local 2|Lora del Río, Sevilla (España)|955.804.167
1371|Centro Veterinaria Huellas Cigales|La Villa, 24|Cigales, Valladolid (España)|983.586.202
1372|Centro Clínico Veterinario Animalicos|La Calera nº 1 bajo|Teruel, Teruel (España)|978.086.740
1373|Centro Veterinario Animalvet|Crta. mijas (fuengirola), urbanización cortijo del agua, local 5 Crta.mijas (fuengirola), urbanización cortijo del agua, local 5|Mijas costa, Málaga (España)|951.261.491
1374|Patricia Ponce Mateos|Avda Adolfo Suárez, No 50-3º-4 Avda Adolfo Suárez, No 50-3º-4|Dos Hermanas, Sevilla (España)|601.205.412
1375|Clinica Veterinaria Armilla|Poniente 6, bajo|Armilla, Granada (España)|958.552.934
1376|VeterVan||Cáceres, Cáceres (España)|636.799.560
1377|Clínica Veterinaria Vetfaunia|Calle Camino San José, 2|Castellón de la Plana, Castellón (España)|964.069.600
1378|ArgosVet|C/ Silvestre Sanchez Sierra 2|Salamanca, Salamanca (España)|923.052.555
1379|Centro Veterinario Califal|C/ Isla Menorca, 6 Calle Isla Menorca, 6|Córdoba, Córdoba (España)|957.419.678
1380|Rioseco Clínica Veterinaria|C/San Juan nº 28 bajo Junto a el bar la RUA en la carretera Valladolid-León|Medina de Rioseco, Valladolid (España)|983.700.298
1381|Clinica Veterinaria Primavera|Primavera 24 Calle Primavera 24|Granada, Granada (España)|958.134.000
1382|CLÍNICA VETERVIDA ALCOY|C/ Oliver, 79|Alcoy, Alicante (España)|966.540.034
1383|Consulta Veterinaraia La Tafona|C/ Doctor Joaquin Potel nº4 Bajo 11 Plaza de la Tafona|Caldas de Reis, Pontevedra (España)|986.185.607
1384|Veterinaria del Mar|C/Marina 69|Barcelona, Barcelona (España)|930.217.812
1385|Clinica Veterinaria Y centro Holistico Peludets|Carrer de Jesus 36|Palma de mallorca, Illes Balears (España)|871.513.012, 640.377.985
1386|VETFAMILY|AVENIDA BLASCO IBAÑEZ140 BAJO AVENIDA BLASCO IBAÑEZ 140 BAJO|Massanassa, València (España)|961.840.868
1387|Hospital Veterinario Miramadrid|Calle Chorrillo 2|Paracuellos de Jarama, Madrid (España)|911.105.074
1388|El Carmen Veterinarios|Alvarez Quintero, 20|Murcia, Murcia (España)|968.258.261, 968.244.381, 968.345.677
1389|CLÍNICA VETERINARIA SOLAGUAU|AVENIDA JUAN XXIII 13|Leganés, Madrid (España)|912.641.852
1390|Centro Médico Veterinario Siglo XXI|Avenida siglo XXI, número 13, local 31|Boadilla del Monte, Madrid (España)|919.110.584
1391|Hospital Veterinario Tucan|C/ J.M. Barandiaran, 15|Santurtzi, Vizcaya (España)|944.615.077
1392|Clínica veterinaria Albèitar - Especialistas en salud Animal|Diego Jiménez, 23|Cuenca, Cuenca (España)|969.091.874, 622.401.410
1393|Mascotas.clinic|obispo rocamora 6 bajo|Orihuela, Alicante (España)|965.049.299, 669.972.346
1394|Clínica Veterinaria Sanus|Ctra. de Jaén, 2-Bajo Frente al cuartel de la Guardia Civil|Hellín, Albacete (España)|967.015.892
1395|Clínica Veterinaria San Francisco|Feria, 22|Albacete, Albacete (España)|967.667.755
1396|Centro Policlínico Veterinario Raspeig|Veterinario Manuel Isidro Rodríguez, 17|Sant Vicent del Raspeig, Alicante (España)|965.660.095
1397|Centro Veterinario Leuka|Prolongacion Prosperidad, 12|Alicante, Alicante (España)|965.185.858
1398|Clínica Veterinaria Costablanca|Av. Jaime I, 33 bajobajo|Benidorm, Alicante (España)|965.855.949
1399|Clinica Veterinaria El Puerto - Javea|Lepanto, 8, Local 10|Jávea, Alicante (España)|965.793.551
1400|Veravet|Calle Carlos V, 2|Vera, Almería (España)|950.393.307
1401|Clínica Veterinaria La Calzada|Las Barcas, 18|Gijón, Asturias (España)|985.329.710
1402|Centre Veterinari Teixidó|Corts, 33 al costat de Prim|Badalona, Barcelona (España)|934.643.873
1403|Assis Veterinària|Sant Frederic, 50|Barcelona, Barcelona (España)|934.482.090
1404|Rodas i Tugues|Taxdirt, 1-5|Barcelona, Barcelona (España)|932.191.050
1405|Centro Veterinario Don Guau|Rua do Mato, 10|Xinzo de Limia, Ourense (España)|988.460.622
1406|Eva Latorre y Gustavo Duch|Joan Riera, 31|Barcelona, Barcelona (España)|933.544.593
1407|Centro Veterinario Desfar|Desfar, 39-41|Barcelona, Barcelona (España)|933.522.095
1408|Dog Service|Carrer del Mercat, 6|Barcelona, Barcelona (España)|933.112.842
1409|Maria Jose Ferrandez Andreu|Calzadas Frente a nº 13Frente a nº 13|Burgos, Burgos (España)|947.200.735
1410|Clinica Veterianria El Duque|de la Cruz Roja, 15 Loc. 17 (Edif. El Duque)|Jerez de la Frontera, Cádiz (España)|956.308.485
1411|Clínica Ampudia|Alonso Vega, 56|Santander, Cantabria (España)|942.320.560
1412|Clínica Veterinaria Canina Y Felina|Fernando Arce, 1|Torrelavega, Cantabria (España)|942.882.278
1413|Clínica Veterinaria San Francisco|Avenida Almazora, 13 bajo|Castellón de la Plana, Castellón (España)|964.250.969
1414|Centre Veterinari De La Plana|Benlloch, 13|Castellón de la Plana, Castellón (España)|964.785.796
1415|Centro Veterinario Rodamón|Josep Tarradellas, 6|Blanes, Girona (España)|972.352.046
1416|Clínica Veterinaria Cadells|Pg. Hivern, 2|Calonge, Girona (España)|972.651.027
1417|Canis Hospital Veterinari|Can Pau Birol, 38|Girona, Girona (España)|972.218.668
1418|CLINICA VETERINARIA CANIS-DOGS|Av. Salvador Dalí, 13|Figueres, Girona (España)|972.670.179
1419|Zoo Mata|Piera, 2|Vilanova i la Geltrú, Barcelona (España)|938.115.870
1420|Clínica Veterinaria Motril|de Salobreña, 21|Motril, Granada (España)|958.823.288
1421|Clínica Veterinaria Recuerda|Periodista José María Carulla, s/n|Granada, Granada (España)|958.185.353
1422|Clínica Veterinaria Lasarte|Nagusia, 69|Lasarte-Oria, Guipúzcoa (España)|943.360.297
1423|Clinica Veterinaria Olazabal|Juan de Olazabal, 6|Errenteria, Guipúzcoa (España)|943.523.934
1424|Nexo Centros Veterinarios|San Sebastián, 8|Huelva, Huelva (España)|902.026.022, 959.284.242
1425|Clínica Veterinaria Clinican|Castilla y León, 6 (zona Bulevar)|Jaén, Jaén (España)|953.874.374
1426|Hospital De Dia Vetersalud Aimar|Úbeda, 17|Linares, Jaén (España)|953.697.055
1427|Clínica Veterinaria Los Galgos|Sor Simona, 57 (Schamann, frente al Parque del Canódromo)|Las Palmas de Gran Canaria, Las Palmas (España)|928.252.685
1428|Clínica Veterinaria Abril|Sancho Ordóñez, 21 (zona bolera de Nocedo)|León, León (España)|987.222.682
1429|Hospital Veterinario Aceña De Olga|Ronda de Fingoi, 117|Lugo, Lugo (España)|982.240.835
1430|Clínica Veterinaria Golden|Trav. Madrid, 2|Villanueva del Pardillo, Madrid (España)|918.150.404
1431|Clínica Polvoranca|Polvoranca, 42|Alcorcón, Madrid (España)|916.443.956
1432|Clínica Veterinaria Collado Villalba|Anacleto López, 16|Collado Villalba, Madrid (España)|918.505.066
1433|Clínica Ondarreta|Río Ebro, 1|Alcorcón, Madrid (España)|916.125.479
1434|Clínica Veterinaria Dehesa De La Villa|Antonio Machado, 29|Madrid, Madrid (España)|913.733.207
1435|Clínica Veterinaria Don Pedro|Don Pedro, 11|Madrid, Madrid (España)|913.651.290
1436|Clínica Sotomayor|Sotomayor, 11|Madrid, Madrid (España)|915.537.395
1437|Rafael Espinosa Calleja|Av. Arcentales, 14|Madrid, Madrid (España)|913.133.833
1438|Consulta Veterinaria|Juan Antón, 23|Madrid, Madrid (España)|914.701.791
1439|Clínica Veterinaria Dulcinea|Dulcinea, 2|Madrid, Madrid (España)|915.531.559
1440|Villacar|Mayor, 7|Villaviciosa de Odón, Madrid (España)|916.161.744
1441|Fernando Jaén Gallego|Camino del Obispo, 7|Móstoles, Madrid (España)|916.132.220
